"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1633748",1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,5
"223811",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,13
"1948107",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1962655",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"586116",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
"964155",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1942922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929647",0,2,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,2,0,13
"1338378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"633346",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11
"1650389",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,2
"1641245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"618849",0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,9
"1054084",0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,3
"811237",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6
"955492",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"948898",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041019",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
"1985204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"948601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1331037",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
"1669601",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"893041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"592977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1471895",1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10
"1958442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"948001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1650226",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
"8201",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6
"1546130",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221713",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"943424",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"706726",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"809906",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"611375",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,4
"1547003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1946494",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
"1545927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618853",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"2008368",2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,10
"943904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"1633630",0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2
"1114910",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1023683",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"793205",0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,4
"1221771",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4
"1054467",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,12
"715945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1054036",0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,7
"612046",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7
"1102397",1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,9
"358485",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
"810877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6
"1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"715737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099406",0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12
"1220694",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"943893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809838",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
"1054436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586036",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220878",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"955414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1555181",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1739024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1652570",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4
"1220941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1947988",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807274",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8
"1475279",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"594559",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
"965207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942980",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
