"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1633748",2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"223811",2,2,1,3,1,1,4,3,1,0,0,2,1,1,2,0,1,0,0,10
"1948107",1,2,1,1,0,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0
"1962655",0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0
"586116",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,4
"964155",3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1942922",77,6,0,3,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"929647",1,3,3,2,0,6,3,3,0,2,4,2,2,0,0,1,0,1,0,2
"1338378",1,2,1,1,1,0,1,0,2,1,0,1,1,0,1,0,0,1,1,2
"633346",4,0,3,4,4,3,0,4,1,2,4,3,4,0,1,1,1,1,2,5
"1650389",1,4,3,2,2,3,0,0,1,2,0,2,0,1,2,0,0,0,1,2
"1641245",0,0,1,1,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,1
"1663289",5,6,6,5,2,2,7,5,3,5,4,2,1,3,2,2,5,0,1,2
"618849",1,0,0,1,3,1,0,0,1,3,0,0,0,1,0,0,0,0,1,1
"1054084",2,2,2,0,2,1,2,0,0,1,0,2,0,0,0,0,0,0,0,1
"811237",1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,2,0,0,1,0
"955492",1,1,3,2,4,2,2,1,2,1,2,5,0,0,1,1,0,0,0,0
"948898",4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8383",2,2,1,2,1,7,0,1,0,0,1,3,0,0,0,0,0,0,0,2
"737498",0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
"1041019",1,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0
"1985204",2,0,1,2,1,3,0,1,1,0,2,0,1,1,1,0,0,0,0,4
"948601",4,2,1,1,2,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0
"1331037",1,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
"1669601",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"893041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847832",3,1,0,0,1,0,2,0,2,1,3,2,0,0,0,0,0,0,0,0
"1102195",5,7,2,3,3,2,4,6,2,2,5,0,0,1,3,2,0,0,0,5
"592977",3,0,1,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,1,0
"1471895",2,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0
"1958442",0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
"948001",1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
"964235",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11
"1650226",0,0,1,5,0,2,1,1,1,3,4,0,0,0,0,0,0,0,0,1
"8201",0,1,1,0,1,4,1,0,0,0,1,3,0,1,0,0,0,0,0,4
"1546130",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221713",1,1,1,2,0,1,0,2,2,2,2,3,0,0,0,0,0,0,0,0
"943424",0,0,0,1,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1
"706726",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1
"809906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"611375",4,3,2,2,3,5,4,4,1,1,4,3,1,0,0,0,0,0,0,1
"1547003",0,2,1,0,3,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0
"1946494",2,2,0,1,0,0,0,0,2,1,0,0,0,3,0,0,1,0,1,0
"1545927",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"618853",1,0,0,1,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,2
"2008368",4,3,2,2,0,3,1,2,2,1,2,0,0,0,0,1,1,1,0,1
"943904",2,0,2,0,0,2,2,1,4,1,1,2,1,0,0,1,1,0,0,7
"1633630",0,0,1,0,2,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0
"1114910",8,10,8,6,1,4,1,2,3,4,3,2,0,1,1,1,0,0,0,1
"1023683",3,0,1,1,0,0,1,0,1,0,1,11,0,0,0,0,0,0,0,0
"793205",1,0,3,0,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,1
"1221771",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,2,0
"1054467",3,2,0,0,1,1,2,1,0,0,2,2,0,0,0,0,1,0,0,0
"715945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1054036",2,2,1,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
"612046",1,0,2,1,2,0,2,0,1,1,2,0,0,0,0,1,1,0,0,0
"1102397",1,0,1,1,3,1,0,1,1,0,0,1,1,1,1,0,1,1,0,2
"358485",2,0,0,0,0,0,1,0,2,1,1,3,1,0,0,1,0,0,0,1
"810877",2,1,1,1,0,1,2,1,0,1,3,2,0,1,0,0,0,0,0,0
"1126",2,1,2,1,1,0,1,0,1,1,1,4,0,0,0,0,0,0,0,2
"715737",2,1,1,1,2,2,0,3,0,1,1,5,0,0,0,1,0,0,1,2
"1099406",5,7,2,6,0,3,1,2,1,2,0,0,0,1,0,0,0,0,0,0
"1220694",4,0,0,2,1,0,1,1,0,1,4,5,0,0,0,0,0,0,0,1
"943893",1,3,0,1,2,1,3,1,3,1,2,3,1,0,0,0,0,0,1,1
"809838",0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"1054436",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"817395",2,0,2,1,4,1,2,1,0,1,1,1,0,1,1,0,0,0,0,1
"586036",1,1,1,2,2,0,2,1,0,4,0,2,0,0,0,0,0,0,0,1
"706714",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"1220878",0,1,0,1,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,2
"955414",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555181",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1739024",0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1652570",0,1,1,0,1,0,0,1,1,2,0,0,0,1,2,0,1,0,0,1
"1220941",0,1,1,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0
"1947988",0,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"807274",1,0,0,0,0,2,2,1,0,1,1,1,0,0,0,0,1,0,1,3
"1475279",5,2,1,2,1,7,3,3,1,0,4,2,0,0,0,0,0,1,0,0
"594559",1,3,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,4
"965207",0,1,1,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0
"942980",1,3,3,0,2,1,2,0,2,2,1,3,2,0,0,1,1,0,0,0
"715586",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2
"799526",1,2,4,7,3,2,0,6,4,0,1,2,0,3,0,0,0,2,1,5
"1641403",1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1615370",0,0,1,2,0,0,1,0,3,0,0,1,0,0,2,1,0,0,0,0
"1771782",1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"1948338",0,3,2,2,6,0,0,3,2,4,2,7,0,1,0,0,0,0,0,2
"1035359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"780697",2,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,4
"1061254",1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1938269",1,0,3,1,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,3
"827636",0,2,2,5,2,2,1,0,1,2,2,1,0,0,1,0,0,0,1,0
"1629198",0,0,0,1,2,3,0,2,1,3,1,2,0,0,1,0,0,1,1,0
"605145",1,1,2,5,0,11,1,2,0,4,0,0,0,0,0,0,0,0,0,3
"1053575",0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1947803",1,1,0,2,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
