"","utilization","survival","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.760655845521447,0.984894259818731,0.950769230769231,0.6171875
"223811",0.938417264164969,1,1,NA
"1948107",0.849876355075549,0.945619335347432,0.819371727748691,0.366666666666667
"1962655",0.926221308135679,0.957703927492447,0.781725888324873,0.375
"586116",0.641372005329702,0.978395061728395,0.901408450704225,0.456221198156682
"964155",0.539119155432281,1,0.975609756097561,0
"1942922",0.533753116858564,0.897590361445783,NA,0.450417052826691
"929647",0.71208657103543,1,1,NA
"1338378",0.854715722270142,0.984894259818731,0.905555555555556,0.4
"633346",0.769885033652281,0.990963855421687,1,NA
"1650389",0.67124573294173,0.950980392156863,0.789940828402367,0.641693811074919
"1641245",0.890710756280945,0.984894259818731,0.887052341597796,0
"1663289",0.126022618522519,0.621451104100946,0.947826086956522,NA
"618849",0.580547129202508,0.990936555891239,0.921450151057402,0.330645161290323
"1054084",0.899125396801194,0.972809667673716,0.912536443148688,0.510204081632653
"811237",0.937312463655004,0.963855421686747,0.844875346260388,0.4
"955492",0.755525018576522,0.957575757575758,0.928571428571429,0
"948898",0.878628591232423,0.966867469879518,0.758536585365854,0.6
"8383",0.878099741201668,0.948640483383686,0.737789203084833,0.5234375
"737498",0.805847964960373,0.929260450160772,0.575697211155379,1
"1041019",0.925187772116486,0.939577039274924,0.755,0.166666666666667
"1985204",0.823080536687595,0.942424242424242,0.936746987951807,NA
"948601",0.857313650218794,0.948484848484848,0.797720797720798,0.608695652173913
"1331037",0.787025142496917,1,1,NA
"1669601",0.714052077687257,0.879518072289157,0.794701986754967,0.63008442056792
"893041",0.863874031647375,0.993975903614458,0.947826086956522,NA
"847832",0.727627613414205,1,1,NA
"1102195",0.557697483877504,1,1,NA
"592977",0.87565338236654,0.91566265060241,0.686440677966102,0.298630136986301
"1471895",0.828402232463774,0.990963855421687,0.927051671732523,0.259259259259259
"1958442",0.919261249317002,0.945619335347432,0.741379310344828,0.45679012345679
"948001",0.871582692908781,0.939759036144578,0.878186968838527,0.636363636363636
"964235",0.0919112693426658,1,1,NA
"1650226",0.800136222315702,0.993920972644377,0.96165191740413,0.473684210526316
"8201",0.778746446824243,0.987915407854985,0.923076923076923,0
"1546130",0.924576029391186,0.981927710843373,0.698924731182796,0.518024032042724
"1221713",0.856962399920226,0.915407854984894,0.693208430913349,0.62962962962963
"943424",0.734415061351819,0.938311688311688,0.808580858085809,0.479910714285714
"706726",0.81633577122583,0.941896024464832,0.757679180887372,0.329450915141431
"809906",0.341470059443026,0.96551724137931,0.992307692307692,0.879310344827586
"611375",0.90414179609058,0.993939393939394,0.9533527696793,0.176470588235294
"1547003",0.885378561176724,0.948795180722892,0.913946587537092,0
"1946494",0.931084932143826,0.960725075528701,0.868945868945869,0.19047619047619
"1545927",0.586515786418662,0.86144578313253,NA,0.512974976830398
"618853",0.852635903817446,0.936555891238671,0.826086956521739,0.825301204819277
"2008368",0.720965568635293,0.960725075528701,0.831578947368421,0.157894736842105
"943904",0.782988186877916,0.929012345679012,0.71919770773639,0.605555555555556
"1633630",0.880252262136302,1,0.967836257309941,NA
"1114910",0.586305360981062,0.837349397590361,NA,0.447636700648749
"1023683",0.691395996744803,1,1,NA
"793205",0.823261569901453,0.964630225080386,0.817365269461078,0.629139072847682
"1221771",0.532659221570359,0.929663608562691,0.955465587044534,0.374795417348609
"1054467",0.835746728308962,0.993975903614458,0.979166666666667,0.428571428571429
"715945",0.924422187164675,0.969418960244648,0.893805309734513,0.441666666666667
"1054036",0.867817710024123,0.978915662650602,0.884507042253521,0.346938775510204
"612046",0.798457994089508,0.969879518072289,0.931818181818182,NA
"1102397",0.771105083746948,0.972222222222222,0.953795379537954,0.206896551724138
"358485",0.852259251958007,0.948328267477204,0.905487804878049,0.705479452054795
"810877",0.820870657960081,0.97427652733119,0.862619808306709,0.994100294985251
"1126",0.869302494787136,0.948328267477204,0.755050505050505,0.416666666666667
"715737",0.909842304232224,0.948640483383686,0.8,0.608695652173913
"1099406",0.566721228226635,1,1,NA
"1220694",0.881988293217178,0.93030303030303,0.753694581280788,0.133333333333333
"943893",0.880649467093345,0.960843373493976,0.890489913544669,0.764705882352941
"809838",0.873763224067585,0.939024390243902,0.639097744360902,0.240506329113924
"1054436",0.875484680745363,0.96969696969697,0.798982188295165,1
"817395",0.303178020262816,0.996987951807229,1,NA
"586036",0.895157179243371,0.963855421686747,0.993975903614458,NA
"706714",0.848495603510689,0.993939393939394,0.928358208955224,0.536585365853659
"1220878",0.882795530709312,0.951515151515152,0.87603305785124,0.65
"955414",0.576850039330095,0.694189602446483,0.973856209150327,0.933249370277078
"1555181",0.0203492252744937,1,1,NA
"1739024",0.0131649059624011,1,1,NA
"1652570",0.919064804190905,0.945619335347432,0.812834224598931,0.396551724137931
"1220941",0.838535312130578,0.942424242424242,0.945121951219512,0.694915254237288
"1947988",0.89248782455556,0.978915662650602,0.910364145658263,NA
"807274",0.910252234751653,0.972809667673716,0.805128205128205,0.133333333333333
"1475279",0.563666240093025,0.993975903614458,1,NA
"594559",0.770330678015626,0.977564102564103,0.919093851132686,0.996350364963504
"965207",0.897962647514778,0.900602409638554,0.775773195876289,NA
"942980",0.789302505028656,1,1,0
"715586",0.527339126247871,0.990936555891239,0.955223880597015,0.3
"799526",0.448517070978377,0.860606060606061,0.844827586206897,0.182844243792325
"1641403",0.880663467781293,0.972809667673716,0.870165745856354,0.555555555555556
"1615370",0.930189799326785,0.963636363636364,0.712264150943396,0.618181818181818
"1771782",0.651619206669611,0.993975903614458,0.993975903614458,NA
"1948338",0.868454450193298,0.97289156626506,0.970326409495549,NA
"1035359",0.472241688330438,0.736666666666667,NA,0.994439295644115
"780697",0.917098059229331,0.951367781155015,0.817941952506596,0.41025641025641
"1061254",0.962747910510863,0.966867469879518,0.92507204610951,NA
"1938269",0.558780716651296,0.978787878787879,0.961988304093567,NA
"827636",0.439934875410375,0.951515151515152,0.932907348242812,0.025
"1629198",0.850421527046369,0.939577039274924,0.815789473684211,0
"605145",0.55926059283644,0.945454545454545,0.869565217391304,0
"1053575",0.864062285974569,0.960725075528701,0.835978835978836,0.285714285714286
"1947803",0.872600548842881,0.972809667673716,0.952662721893491,0.631578947368421
"706990",0.862773959060522,0.954545454545455,0.60125260960334,0.326530612244898
"1061169",0.968314112305974,0.978915662650602,0.936962750716332,NA
"282785",0.627231388227982,1,1,NA
"825849",0.897596722304424,1,0.99685534591195,0.317073170731707
